word,parent_word,tense,person,negation
জরাতে থাকবেন,জরানো,gv,eR,0
জরাতে থাকবেন,জরানো,gv,in,0
জরাতে,জরানো,no,tm,0
জরাতেন,জরানো,no,ap,0
জরাতেন,জরানো,no,eR,0
জরাতেন,জরানো,no,in,0
জরান,জরানো,bo,ap,0
জরান,জরানো,sb,ap,0
জরান,জরানো,sb,eR,0
জরান,জরানো,sb,in,0
জরাব,জরানো,sv,am,0
জরাবি,জরানো,sv,tu,0
জরাবি,জরানো,vo,tu,0
জরাবে,জরানো,sv,ae,0
জরাবে,জরানো,sv,er,0
জরাবে,জরানো,sv,tm,0
জরাবে,জরানো,vo,tm,0
জরাবেন,জরানো,sv,ap,0
জরাবেন,জরানো,sv,eR,0
জরাবেন,জরানো,sv,in,0
জরাবেন,জরানো,vo,ap,0
জরাবো,জরানো,sv,am,0
জরাল,জরানো,so,ae,0
জরাল,জরানো,so,er,0
জরালাম,জরানো,so,am,0
জরালি,জরানো,so,tu,0
জরালে,জরানো,so,tm,0
জরালেন,জরানো,so,ap,0
জরালেন,জরানো,so,eR,0
জরালেন,জরানো,so,in,0
জরাস,জরানো,sb,tu,0
জরায়,জরানো,sb,ae,0
জরায়,জরানো,sb,er,0
জরিয়েছ,জরানো,pb,tm,0
জরিয়েছি,জরানো,pb,am,0
জরিয়েছিল,জরানো,po,ae,0
জরিয়েছিল,জরানো,po,er,0
জরিয়েছিলাম,জরানো,po,am,0
জরিয়েছিলি,জরানো,po,tu,0
জরিয়েছিলে,জরানো,po,tm,0
জরিয়েছিলেন,জরানো,po,ap,0
জরিয়েছিলেন,জরানো,po,eR,0
জরিয়েছিলেন,জরানো,po,in,0
জরিয়েছিস,জরানো,pb,tu,0
জরিয়েছে,জরানো,pb,ae,0
জরিয়েছে,জরানো,pb,er,0
জরিয়েছেন,জরানো,pb,ap,0
জরিয়েছেন,জরানো,pb,eR,0
জরিয়েছেন,জরানো,pb,in,0
জাগ,জাগা,bo,tu,0
জাগছ,জাগা,gb,tm,0
জাগছি,জাগা,gb,am,0
জাগছিল,জাগা,go,ae,0
জাগছিল,জাগা,go,er,0
জাগছিলাম,জাগা,go,am,0
জাগছিলি,জাগা,go,tu,0
জাগছিলে,জাগা,go,tm,0
জাগছিলেন,জাগা,go,ap,0
জাগছিলেন,জাগা,go,eR,0
জাগছিলেন,জাগা,go,in,0
জাগছিস,জাগা,gb,tu,0
জাগছে,জাগা,gb,ae,0
জাগছে,জাগা,gb,er,0
জাগছেন,জাগা,gb,ap,0
জাগছেন,জাগা,gb,eR,0
জাগছেন,জাগা,gb,in,0
জাগত,জাগা,no,ae,0
জাগত,জাগা,no,er,0
জাগতাম,জাগা,no,am,0
জাগতিস,জাগা,no,tu,0
জাগতে থাকব,জাগা,gv,am,0
জাগতে থাকবি,জাগা,gv,tu,0
জাগতে থাকবে,জাগা,gv,ae,0
জাগতে থাকবে,জাগা,gv,er,0
জাগতে থাকবে,জাগা,gv,tm,0
জাগতে থাকবেন,জাগা,gv,ap,0
জাগতে থাকবেন,জাগা,gv,eR,0
জাগতে থাকবেন,জাগা,gv,in,0
জাগতে,জাগা,no,tm,0
জাগতেন,জাগা,no,ap,0
জাগতেন,জাগা,no,eR,0
জাগতেন,জাগা,no,in,0
জাগব,জাগা,sv,am,0
জাগবি,জাগা,sv,tu,0
জাগবি,জাগা,vo,tu,0
জাগবে,জাগা,sv,ae,0
জাগবে,জাগা,sv,er,0
জাগবে,জাগা,sv,tm,0
জাগবে,জাগা,vo,tm,0
জাগবেন,জাগা,sv,ap,0
জাগবেন,জাগা,sv,eR,0
জাগবেন,জাগা,sv,in,0
জাগবেন,জাগা,vo,ap,0
জাগবো,জাগা,sv,am,0
জাগল,জাগা,so,ae,0
জাগল,জাগা,so,er,0
জাগলাম,জাগা,so,am,0
জাগলি,জাগা,so,tu,0
জাগলে,জাগা,so,tm,0
জাগলেন,জাগা,so,ap,0
জাগলেন,জাগা,so,eR,0
জাগলেন,জাগা,so,in,0
জাগা,জাগানো,bo,tu,0
জাগাই,জাগানো,sb,am,0
জাগাইতে,জাগানো,no,tm,0
জাগাইনি,জাগানো,so,am,1
জাগাইলে,জাগানো,so,tm,0
জাগাও,জাগানো,bo,tm,0
জাগাও,জাগানো,sb,tm,0
জাগাওনি,জাগানো,so,tm,1
জাগাচ্ছ,জাগানো,gb,tm,0
জাগাচ্ছি,জাগানো,gb,am,0
জাগাচ্ছিল,জাগানো,go,ae,0
জাগাচ্ছিল,জাগানো,go,er,0
জাগাচ্ছিলাম,জাগানো,go,am,0
জাগাচ্ছিলি,জাগানো,go,tu,0
জাগাচ্ছিলে,জাগানো,go,tm,0
জাগাচ্ছিলেন,জাগানো,go,ap,0
জাগাচ্ছিলেন,জাগানো,go,eR,0
জাগাচ্ছিলেন,জাগানো,go,in,0
জাগাচ্ছিস,জাগানো,gb,tu,0
জাগাচ্ছে,জাগানো,gb,ae,0
জাগাচ্ছে,জাগানো,gb,er,0
জাগাচ্ছেন,জাগানো,gb,ap,0
জাগাচ্ছেন,জাগানো,gb,eR,0
জাগাচ্ছেন,জাগানো,gb,in,0
জাগাত,জাগানো,no,ae,0
জাগাত,জাগানো,no,er,0
জাগাতাম,জাগানো,no,am,0
জাগাতিস,জাগানো,no,tu,0
জাগাতে থাকব,জাগানো,gv,am,0
জাগাতে থাকবি,জাগানো,gv,tu,0
জাগাতে থাকবে,জাগানো,gv,ae,0
জাগাতে থাকবে,জাগানো,gv,er,0
জাগাতে থাকবে,জাগানো,gv,tm,0
জাগাতে থাকবেন,জাগানো,gv,ap,0
জাগাতে থাকবেন,জাগানো,gv,eR,0
জাগাতে থাকবেন,জাগানো,gv,in,0
জাগাতে,জাগানো,no,tm,0
জাগাতেন,জাগানো,no,ap,0
জাগাতেন,জাগানো,no,eR,0
জাগাতেন,জাগানো,no,in,0
জাগান,জাগানো,bo,ap,0
জাগান,জাগানো,sb,ap,0
জাগান,জাগানো,sb,eR,0
জাগান,জাগানো,sb,in,0
জাগাননি,জাগানো,so,ap,1
জাগাব,জাগানো,sv,am,0
জাগাবি,জাগানো,sv,tu,0
জাগাবি,জাগানো,vo,tu,0
জাগাবে,জাগানো,sv,ae,0
জাগাবে,জাগানো,sv,er,0
জাগাবে,জাগানো,sv,tm,0
জাগাবে,জাগানো,vo,tm,0
জাগাবেন,জাগানো,sv,ap,0
জাগাবেন,জাগানো,sv,eR,0
জাগাবেন,জাগানো,sv,in,0
জাগাবেন,জাগানো,vo,ap,0
জাগাবো,জাগানো,sv,am,0
জাগাল,জাগানো,so,ae,0
জাগাল,জাগানো,so,er,0
জাগালাম,জাগানো,so,am,0
জাগালি,জাগানো,so,tu,0
জাগালে,জাগানো,so,tm,0
জাগালেন,জাগানো,so,ap,0
জাগালেন,জাগানো,so,eR,0
জাগালেন,জাগানো,so,in,0
জাগাস,জাগানো,sb,tu,0
জাগাসনি,জাগানো,so,tu,1
জাগায়,জাগানো,sb,ae,0
জাগায়,জাগানো,sb,er,0
জাগায়নি,জাগানো,so,ae,1
জাগি,জাগা,sb,am,0
জাগিনি,জাগা,so,am,1
জাগিস,জাগা,sb,tu,0
জাগিসনি,জাগা,so,tu,1
জাগিয়েছ,জাগানো,pb,tm,0
জাগিয়েছি,জাগানো,pb,am,0
জাগিয়েছিল,জাগানো,po,ae,0
জাগিয়েছিল,জাগানো,po,er,0
জাগিয়েছিলাম,জাগানো,po,am,0
জাগিয়েছিলি,জাগানো,po,tu,0
জাগিয়েছিলে,জাগানো,po,tm,0
জাগিয়েছিলেন,জাগানো,po,ap,0
জাগিয়েছিলেন,জাগানো,po,eR,0
জাগিয়েছিলেন,জাগানো,po,in,0
জাগিয়েছিস,জাগানো,pb,tu,0
জাগিয়েছে,জাগানো,pb,ae,0
জাগিয়েছে,জাগানো,pb,er,0
জাগিয়েছেন,জাগানো,pb,ap,0
জাগিয়েছেন,জাগানো,pb,eR,0
জাগিয়েছেন,জাগানো,pb,in,0
জাগুন,জাগা,bo,ap,0
জাগে,জাগা,sb,ae,0
জাগে,জাগা,sb,er,0
জাগেন,জাগা,bo,ap,0
জাগেন,জাগা,sb,ap,0
জাগেন,জাগা,sb,eR,0
জাগেন,জাগা,sb,in,0
জাগেননি,জাগা,so,ap,1
জাগেনি,জাগা,so,ae,1
জাগো,জাগা,bo,tm,0
জাগো,জাগা,sb,tm,0
জাগোনি,জাগা,so,tm,1
জান,জানা,bo,tu,0
জানছ,জানা,gb,tm,0
জানছি,জানা,gb,am,0
জানছিল,জানা,go,ae,0
জানছিল,জানা,go,er,0
জানছিলাম,জানা,go,am,0
জানছিলি,জানা,go,tu,0
জানছিলে,জানা,go,tm,0
জানছিলেন,জানা,go,ap,0
জানছিলেন,জানা,go,eR,0
জানছিলেন,জানা,go,in,0
জানছিস,জানা,gb,tu,0
জানছে,জানা,gb,ae,0
জানছে,জানা,gb,er,0
জানছেন,জানা,gb,ap,0
জানছেন,জানা,gb,eR,0
জানছেন,জানা,gb,in,0
জানত,জানা,no,ae,0
জানত,জানা,no,er,0
জানতাম,জানা,no,am,0
জানতিস,জানা,no,tu,0
জানতে থাকব,জানা,gv,am,0
জানতে থাকবি,জানা,gv,tu,0
জানতে থাকবে,জানা,gv,ae,0
জানতে থাকবে,জানা,gv,er,0
জানতে থাকবে,জানা,gv,tm,0
জানতে থাকবেন,জানা,gv,ap,0
জানতে থাকবেন,জানা,gv,eR,0
জানতে থাকবেন,জানা,gv,in,0
জানতে,জানা,no,tm,0
জানতেন,জানা,no,ap,0
জানতেন,জানা,no,eR,0
জানতেন,জানা,no,in,0
জানব,জানা,sv,am,0
জানবি,জানা,sv,tu,0
জানবি,জানা,vo,tu,0
জানবে,জানা,sv,ae,0
জানবে,জানা,sv,er,0
জানবে,জানা,sv,tm,0
জানবে,জানা,vo,tm,0
জানবেন,জানা,sv,ap,0
জানবেন,জানা,sv,eR,0
জানবেন,জানা,sv,in,0
জানবেন,জানা,vo,ap,0
জানবো,জানা,sv,am,0
জানল,জানা,so,ae,0
জানল,জানা,so,er,0
জানলাম,জানা,so,am,0
জানলি,জানা,so,tu,0
জানলে,জানা,so,tm,0
জানলেন,জানা,so,ap,0
জানলেন,জানা,so,eR,0
জানলেন,জানা,so,in,0
জানা,জানানো,bo,tu,0
জানাই,জানানো,sb,am,0
জানাইতে,জানানো,no,tm,0
জানাইনি,জানানো,so,am,1
জানাইলে,জানানো,so,tm,0
জানাও,জানানো,bo,tm,0
জানাও,জানানো,sb,tm,0
জানাওনি,জানানো,so,tm,1
জানাচ্ছ,জানানো,gb,tm,0
জানাচ্ছি,জানানো,gb,am,0
জানাচ্ছিল,জানানো,go,ae,0
জানাচ্ছিল,জানানো,go,er,0
জানাচ্ছিলাম,জানানো,go,am,0
জানাচ্ছিলি,জানানো,go,tu,0
জানাচ্ছিলে,জানানো,go,tm,0
জানাচ্ছিলেন,জানানো,go,ap,0
জানাচ্ছিলেন,জানানো,go,eR,0
জানাচ্ছিলেন,জানানো,go,in,0
জানাচ্ছিস,জানানো,gb,tu,0
জানাচ্ছে,জানানো,gb,ae,0
জানাচ্ছে,জানানো,gb,er,0
জানাচ্ছেন,জানানো,gb,ap,0
জানাচ্ছেন,জানানো,gb,eR,0
জানাচ্ছেন,জানানো,gb,in,0
জানাত,জানানো,no,ae,0
জানাত,জানানো,no,er,0
জানাতাম,জানানো,no,am,0
জানাতিস,জানানো,no,tu,0
জানাতে থাকব,জানানো,gv,am,0
জানাতে থাকবি,জানানো,gv,tu,0
জানাতে থাকবে,জানানো,gv,ae,0
জানাতে থাকবে,জানানো,gv,er,0
জানাতে থাকবে,জানানো,gv,tm,0
জানাতে থাকবেন,জানানো,gv,ap,0
জানাতে থাকবেন,জানানো,gv,eR,0
জানাতে থাকবেন,জানানো,gv,in,0
জানাতে,জানানো,no,tm,0
জানাতেন,জানানো,no,ap,0
জানাতেন,জানানো,no,eR,0
জানাতেন,জানানো,no,in,0
জানান,জানানো,bo,ap,0
জানান,জানানো,sb,ap,0
জানান,জানানো,sb,eR,0
জানান,জানানো,sb,in,0
জানাননি,জানানো,so,ap,1
জানাব,জানানো,sv,am,0
জানাবি,জানানো,sv,tu,0
জানাবি,জানানো,vo,tu,0
জানাবে,জানানো,sv,ae,0
জানাবে,জানানো,sv,er,0
জানাবে,জানানো,sv,tm,0
জানাবে,জানানো,vo,tm,0
জানাবেন,জানানো,sv,ap,0
জানাবেন,জানানো,sv,eR,0
জানাবেন,জানানো,sv,in,0
জানাবেন,জানানো,vo,ap,0
জানাবো,জানানো,sv,am,0
জানাল,জানানো,so,ae,0
জানাল,জানানো,so,er,0
জানালাম,জানানো,so,am,0
জানালি,জানানো,so,tu,0
জানালে,জানানো,so,tm,0
জানালেন,জানানো,so,ap,0
জানালেন,জানানো,so,eR,0
জানালেন,জানানো,so,in,0
জানাস,জানানো,sb,tu,0
জানাসনি,জানানো,so,tu,1
জানায়,জানানো,sb,ae,0
জানায়,জানানো,sb,er,0
জানায়নি,জানানো,so,ae,1
জানি,জানা,sb,am,0
জানিনি,জানা,so,am,1
জানিস,জানা,sb,tu,0
জানিসনি,জানা,so,tu,1
জানিয়েছ,জানানো,pb,tm,0
জানিয়েছি,জানানো,pb,am,0
জানিয়েছিল,জানানো,po,ae,0
জানিয়েছিল,জানানো,po,er,0
জানিয়েছিলাম,জানানো,po,am,0
জানিয়েছিলি,জানানো,po,tu,0
জানিয়েছিলে,জানানো,po,tm,0
জানিয়েছিলেন,জানানো,po,ap,0
জানিয়েছিলেন,জানানো,po,eR,0
জানিয়েছিলেন,জানানো,po,in,0
জানিয়েছিস,জানানো,pb,tu,0
জানিয়েছে,জানানো,pb,ae,0
জানিয়েছে,জানানো,pb,er,0
জানিয়েছেন,জানানো,pb,ap,0
জানিয়েছেন,জানানো,pb,eR,0
জানিয়েছেন,জানানো,pb,in,0
জানুন,জানা,bo,ap,0
জানে,জানা,sb,ae,0
জানে,জানা,sb,er,0
জানেন,জানা,bo,ap,0
জানেন,জানা,sb,ap,0
জানেন,জানা,sb,eR,0
জানেন,জানা,sb,in,0
জানেননি,জানা,so,ap,1
জানেনি,জানা,so,ae,1
জানো,জানা,bo,tm,0
জানো,জানা,sb,tm,0
জানোনি,জানা,so,tm,1
জালা,জালানো,bo,tu,0
জালাই,জালানো,sb,am,0
জালাইতে,জালানো,no,tm,0
জালাইনি,জালানো,so,am,1
জালাইলে,জালানো,so,tm,0
জালাও,জালানো,bo,tm,0
জালাও,জালানো,sb,tm,0
জালাওনি,জালানো,so,tm,1
জালাচ্ছ,জালানো,gb,tm,0
জালাচ্ছি,জালানো,gb,am,0
জালাচ্ছিল,জালানো,go,ae,0
জালাচ্ছিল,জালানো,go,er,0
জালাচ্ছিলাম,জালানো,go,am,0
জালাচ্ছিলি,জালানো,go,tu,0
জালাচ্ছিলে,জালানো,go,tm,0
জালাচ্ছিলেন,জালানো,go,ap,0
জালাচ্ছিলেন,জালানো,go,eR,0
জালাচ্ছিলেন,জালানো,go,in,0
জালাচ্ছিস,জালানো,gb,tu,0
জালাচ্ছে,জালানো,gb,ae,0
জালাচ্ছে,জালানো,gb,er,0
জালাচ্ছেন,জালানো,gb,ap,0
জালাচ্ছেন,জালানো,gb,eR,0
জালাচ্ছেন,জালানো,gb,in,0
জালাত,জালানো,no,ae,0
জালাত,জালানো,no,er,0
জালাতাম,জালানো,no,am,0
জালাতিস,জালানো,no,tu,0
জালাতে থাকব,জালানো,gv,am,0
জালাতে থাকবি,জালানো,gv,tu,0
জালাতে থাকবে,জালানো,gv,ae,0
জালাতে থাকবে,জালানো,gv,er,0
জালাতে থাকবে,জালানো,gv,tm,0
জালাতে থাকবেন,জালানো,gv,ap,0
জালাতে থাকবেন,জালানো,gv,eR,0
জালাতে থাকবেন,জালানো,gv,in,0
জালাতে,জালানো,no,tm,0
জালাতেন,জালানো,no,ap,0
জালাতেন,জালানো,no,eR,0
জালাতেন,জালানো,no,in,0
জালান,জালানো,bo,ap,0
জালান,জালানো,sb,ap,0
জালান,জালানো,sb,eR,0
জালান,জালানো,sb,in,0
জালাননি,জালা,so,ap,1
জালাননি,জালানো,so,ap,1
জালাব,জালানো,sv,am,0
জালাবি,জালানো,sv,tu,0
জালাবি,জালানো,vo,tu,0
জালাবে,জালানো,sv,ae,0
জালাবে,জালানো,sv,er,0
জালাবে,জালানো,sv,tm,0
জালাবে,জালানো,vo,tm,0
জালাবেন,জালানো,sv,ap,0
জালাবেন,জালানো,sv,eR,0
জালাবেন,জালানো,sv,in,0
জালাবেন,জালানো,vo,ap,0
জালাবো,জালানো,sv,am,0
জালাল,জালানো,so,ae,0
জালাল,জালানো,so,er,0
জালালাম,জালানো,so,am,0
জালালি,জালানো,so,tu,0
জালালে,জালানো,so,tm,0
জালালেন,জালানো,so,ap,0
জালালেন,জালানো,so,eR,0
জালালেন,জালানো,so,in,0
জালাস,জালানো,sb,tu,0
জালাসনি,জালানো,so,tu,1
জালায়,জালানো,sb,ae,0
জালায়,জালানো,sb,er,0
জালায়নি,জালানো,so,ae,1
জালিনি,জালা,so,am,1
জালিসনি,জালা,so,tu,1
জালিয়েছ,জালানো,pb,tm,0
জালিয়েছি,জালানো,pb,am,0
জালিয়েছিল,জালানো,po,ae,0
জালিয়েছিল,জালানো,po,er,0
জালিয়েছিলাম,জালানো,po,am,0
জালিয়েছিলি,জালানো,po,tu,0
জালিয়েছিলে,জালানো,po,tm,0
জালিয়েছিলেন,জালানো,po,ap,0
জালিয়েছিলেন,জালানো,po,eR,0
জালিয়েছিলেন,জালানো,po,in,0
জালিয়েছিস,জালানো,pb,tu,0
জালিয়েছে,জালানো,pb,ae,0
জালিয়েছে,জালানো,pb,er,0
জালিয়েছেন,জালানো,pb,ap,0
জালিয়েছেন,জালানো,pb,eR,0
জালিয়েছেন,জালানো,pb,in,0
জালেনি,জালা,so,ae,1
জালোনি,জালা,so,tm,1
জিত,জিতা,bo,tu,0
জিতছ,জিতা,gb,tm,0
জিতছ,জেতা,gb,tm,0
জিতছি,জিতা,gb,am,0
জিতছি,জেতা,gb,am,0
জিতছিল,জিতা,go,ae,0
জিতছিল,জিতা,go,er,0
জিতছিল,জেতা,go,ae,0
জিতছিল,জেতা,go,er,0
জিতছিলাম,জিতা,go,am,0
জিতছিলাম,জেতা,go,am,0
জিতছিলি,জিতা,go,tu,0
জিতছিলি,জেতা,go,tu,0
জিতছিলে,জিতা,go,tm,0
জিতছিলে,জেতা,go,tm,0
জিতছিলেন,জিতা,go,ap,0
জিতছিলেন,জিতা,go,eR,0
জিতছিলেন,জিতা,go,in,0
জিতছিলেন,জেতা,go,ap,0
জিতছিলেন,জেতা,go,eR,0
জিতছিলেন,জেতা,go,in,0
জিতছিস,জিতা,gb,tu,0
জিতছিস,জেতা,gb,tu,0
জিতছে,জিতা,gb,ae,0
জিতছে,জিতা,gb,er,0
জিতছে,জেতা,gb,ae,0
জিতছে,জেতা,gb,er,0
জিতছেন,জিতা,gb,ap,0
জিতছেন,জিতা,gb,eR,0
জিতছেন,জিতা,gb,in,0
জিতছেন,জেতা,gb,ap,0
জিতছেন,জেতা,gb,eR,0
জিতছেন,জেতা,gb,in,0
জিতত,জিতা,no,ae,0
জিতত,জিতা,no,er,0
জিতত,জেতা,no,ae,0
জিতত,জেতা,no,er,0
জিততাম,জিতা,no,am,0
জিততাম,জেতা,no,am,0
জিততিস,জিতা,no,tu,0
জিততিস,জেতা,no,tu,0
জিততে থাকব,জিতা,gv,am,0
জিততে থাকব,জেতা,gv,am,0
জিততে থাকবি,জিতা,gv,tu,0
জিততে থাকবি,জেতা,gv,tu,0
জিততে থাকবে,জিতা,gv,ae,0
জিততে থাকবে,জিতা,gv,er,0
জিততে থাকবে,জিতা,gv,tm,0
জিততে থাকবে,জেতা,gv,ae,0
জিততে থাকবে,জেতা,gv,er,0
জিততে থাকবে,জেতা,gv,tm,0
জিততে থাকবেন,জিতা,gv,ap,0
জিততে থাকবেন,জিতা,gv,eR,0
জিততে থাকবেন,জিতা,gv,in,0
জিততে থাকবেন,জেতা,gv,ap,0
জিততে থাকবেন,জেতা,gv,eR,0
জিততে থাকবেন,জেতা,gv,in,0
জিততে,জিতা,no,tm,0
জিততে,জেতা,no,tm,0
জিততেন,জিতা,no,ap,0
জিততেন,জিতা,no,eR,0
জিততেন,জিতা,no,in,0
জিততেন,জেতা,no,ap,0
জিততেন,জেতা,no,eR,0
জিততেন,জেতা,no,in,0
জিতব,জিতা,sv,am,0
জিতব,জেতা,sv,am,0
জিতবি,জিতা,sv,tu,0
জিতবি,জিতা,vo,tu,0
জিতবি,জেতা,sv,tu,0
জিতবি,জেতা,vo,tu,0
জিতবে,জিতা,sv,ae,0
জিতবে,জিতা,sv,er,0
জিতবে,জিতা,sv,tm,0
জিতবে,জিতা,vo,tm,0
জিতবে,জেতা,sv,ae,0
জিতবে,জেতা,sv,er,0
জিতবে,জেতা,sv,tm,0
জিতবে,জেতা,vo,tm,0
জিতবেন,জিতা,sv,ap,0
জিতবেন,জিতা,sv,eR,0
জিতবেন,জিতা,sv,in,0
জিতবেন,জিতা,vo,ap,0
জিতবেন,জেতা,sv,ap,0
জিতবেন,জেতা,sv,eR,0
জিতবেন,জেতা,sv,in,0
জিতবেন,জেতা,vo,ap,0
জিতবো,জিতা,sv,am,0
জিতবো,জেতা,sv,am,0
জিতল,জিতা,so,ae,0
জিতল,জিতা,so,er,0
জিতল,জেতা,so,ae,0
জিতল,জেতা,so,er,0
জিতলাম,জিতা,so,am,0
জিতলাম,জেতা,so,am,0
জিতলি,জিতা,so,tu,0
জিতলি,জেতা,so,tu,0
জিতলে,জিতা,so,tm,0
জিতলে,জেতা,so,tm,0
জিতলেন,জিতা,so,ap,0
জিতলেন,জিতা,so,eR,0
জিতলেন,জিতা,so,in,0
জিতলেন,জেতা,so,ap,0
জিতলেন,জেতা,so,eR,0
জিতলেন,জেতা,so,in,0
জিতা,জিতানো,bo,tu,0
জিতাই,জিতানো,sb,am,0
জিতাইতে,জিতানো,no,tm,0
জিতাইনি,জিতানো,so,am,1
জিতাইলে,জিতানো,so,tm,0
জিতাও,জিতানো,bo,tm,0
জিতাও,জিতানো,sb,tm,0
জিতাওনি,জিতানো,so,tm,1
জিতাচ্ছ,জিতানো,gb,tm,0
জিতাচ্ছি,জিতানো,gb,am,0
জিতাচ্ছিল,জিতানো,go,ae,0
জিতাচ্ছিল,জিতানো,go,er,0
জিতাচ্ছিলাম,জিতানো,go,am,0
জিতাচ্ছিলি,জিতানো,go,tu,0
জিতাচ্ছিলে,জিতানো,go,tm,0
জিতাচ্ছিলেন,জিতানো,go,ap,0
জিতাচ্ছিলেন,জিতানো,go,eR,0
জিতাচ্ছিলেন,জিতানো,go,in,0
জিতাচ্ছিস,জিতানো,gb,tu,0
জিতাচ্ছে,জিতানো,gb,ae,0
জিতাচ্ছে,জিতানো,gb,er,0
জিতাচ্ছেন,জিতানো,gb,ap,0
জিতাচ্ছেন,জিতানো,gb,eR,0
জিতাচ্ছেন,জিতানো,gb,in,0
জিতাত,জিতানো,no,ae,0
জিতাত,জিতানো,no,er,0
জিতাতাম,জিতানো,no,am,0
জিতাতিস,জিতানো,no,tu,0
জিতাতে থাকব,জিতানো,gv,am,0
জিতাতে থাকবি,জিতানো,gv,tu,0
জিতাতে থাকবে,জিতানো,gv,ae,0
জিতাতে থাকবে,জিতানো,gv,er,0
জিতাতে থাকবে,জিতানো,gv,tm,0
জিতাতে থাকবেন,জিতানো,gv,ap,0
জিতাতে থাকবেন,জিতানো,gv,eR,0
জিতাতে থাকবেন,জিতানো,gv,in,0
জিতাতে,জিতানো,no,tm,0
জিতাতেন,জিতানো,no,ap,0
জিতাতেন,জিতানো,no,eR,0
জিতাতেন,জিতানো,no,in,0
জিতান,জিতানো,bo,ap,0
জিতান,জিতানো,sb,ap,0
জিতান,জিতানো,sb,eR,0
জিতান,জিতানো,sb,in,0
জিতাননি,জিতানো,so,ap,1
জিতাব,জিতানো,sv,am,0
জিতাবি,জিতানো,sv,tu,0
জিতাবি,জিতানো,vo,tu,0
জিতাবে,জিতানো,sv,ae,0
জিতাবে,জিতানো,sv,er,0
জিতাবে,জিতানো,sv,tm,0
জিতাবে,জিতানো,vo,tm,0
জিতাবেন,জিতানো,sv,ap,0
জিতাবেন,জিতানো,sv,eR,0
জিতাবেন,জিতানো,sv,in,0
জিতাবেন,জিতানো,vo,ap,0
জিতাবো,জিতানো,sv,am,0
জিতাল,জিতানো,so,ae,0
জিতাল,জিতানো,so,er,0
জিতালাম,জিতানো,so,am,0
জিতালি,জিতানো,so,tu,0
জিতালে,জিতানো,so,tm,0
জিতালেন,জিতানো,so,ap,0
জিতালেন,জিতানো,so,eR,0
জিতালেন,জিতানো,so,in,0
জিতাস,জিতানো,sb,tu,0
জিতাসনি,জিতানো,so,tu,1
জিতায়,জিতানো,sb,ae,0
জিতায়,জিতানো,sb,er,0
জিতায়নি,জিতানো,so,ae,1
জিতি,জিতা,sb,am,0
জিতি,জেতা,sb,am,0
জিতিনি,জিতা,so,am,1
জিতিস,জিতা,sb,tu,0
জিতিস,জেতা,sb,tu,0
জিতিসনি,জিতা,so,tu,1
জিতিসনি,জেতা,so,tu,1
জিতিয়েছ,জিতানো,pb,tm,0
জিতিয়েছি,জিতানো,pb,am,0
জিতিয়েছিল,জিতানো,po,ae,0
জিতিয়েছিল,জিতানো,po,er,0
জিতিয়েছিলাম,জিতানো,po,am,0
জিতিয়েছিলি,জিতানো,po,tu,0
জিতিয়েছিলে,জিতানো,po,tm,0
জিতিয়েছিলেন,জিতানো,po,ap,0
জিতিয়েছিলেন,জিতানো,po,eR,0
জিতিয়েছিলেন,জিতানো,po,in,0
জিতিয়েছিস,জিতানো,pb,tu,0
জিতিয়েছে,জিতানো,pb,ae,0
জিতিয়েছে,জিতানো,pb,er,0
জিতিয়েছেন,জিতানো,pb,ap,0
জিতিয়েছেন,জিতানো,pb,eR,0
জিতিয়েছেন,জিতানো,pb,in,0
জিতে,জিতা,sb,ae,0
জিতে,জিতা,sb,er,0
জিতেছ,জিতা,pb,tm,0
জিতেছ,জেতা,pb,tm,0
জিতেছি,জিতা,pb,am,0
জিতেছি,জেতা,pb,am,0
জিতেছিল,জিতা,po,ae,0
জিতেছিল,জিতা,po,er,0
জিতেছিল,জেতা,po,ae,0
জিতেছিল,জেতা,po,er,0
জিতেছিলাম,জিতা,po,am,0
জিতেছিলাম,জেতা,po,am,0
জিতেছিলি,জিতা,po,tu,0
জিতেছিলি,জেতা,po,tu,0
জিতেছিলে,জিতা,po,tm,0
জিতেছিলে,জেতা,po,tm,0
জিতেছিলেন,জিতা,po,ap,0
জিতেছিলেন,জিতা,po,eR,0
জিতেছিলেন,জিতা,po,in,0
জিতেছিলেন,জেতা,po,ap,0
জিতেছিলেন,জেতা,po,eR,0
জিতেছিলেন,জেতা,po,in,0
জিতেছিস,জিতা,pb,tu,0
জিতেছিস,জেতা,pb,tu,0
জিতেছে,জিতা,pb,ae,0
জিতেছে,জিতা,pb,er,0
জিতেছে,জেতা,pb,ae,0
জিতেছে,জেতা,pb,er,0
জিতেছেন,জিতা,pb,ap,0
জিতেছেন,জিতা,pb,eR,0
জিতেছেন,জিতা,pb,in,0
জিতেছেন,জেতা,pb,ap,0
জিতেছেন,জেতা,pb,eR,0
জিতেছেন,জেতা,pb,in,0
জিতেন,জিতা,bo,ap,0
জিতেন,জিতা,sb,ap,0
জিতেন,জিতা,sb,eR,0
জিতেন,জিতা,sb,in,0
জিতেননি,জিতা,so,ap,1
জিতেনি,জিতা,so,ae,1
জিতো,জিতা,bo,tm,0
জিতো,জিতা,sb,tm,0
জিতোনি,জিতা,so,tm,1
জিরা,জিরানো,bo,tu,0
